,author_average_rating,author_gender,author_name,author_rating_count,book_average_rating,book_title,genre_1,num_ratings,pages,publish_date,score
5268,3.92,female,"Val McDermid
",145649,4.1,"
      A Place of Execution
",Thriller,8774,480,1999,4363
5271,3.83,female,"Victoria Holt
",83715,3.83,"
      Kirkland Revels
",Romance,2810,365,1962,1023
5272,3.93,male,"Richard Connell
",39807,3.92,"
      The Most Dangerous Game
",Classics,37526,48,1924,1139
5273,3.54,male,"John William Polidori
",9902,3.67,"
      The Vampyre and Other Tales of the Macabre
",Horror,2657,312,1819,1502
5275,3.69,male,"Patrick McGrath
",15779,3.78,"
      Asylum
",Horror,6891,254,1996,1564
5276,3.91,male,"Poppy Z. Brite
",84845,3.9,"
      Lost Souls
",Horror,15617,355,1992,1850
5278,3.84,male,"J. Sheridan Le Fanu
",62545,3.85,"
      In a Glass Darkly
",Horror,3830,384,1872,2093
5280,3.7,male,"James Hogg
",7662,3.68,"
      The Private Memoirs and Confessions of a Justified Sinner
",Classics,6327,272,1824,2550
5281,3.75,female,"Mary Elizabeth Braddon
",28475,3.75,"
      Lady Audley's Secret
",Classics,17953,455,1862,2986
5282,3.98,female,"Shirley Jackson
",317334,4.06,"
      The Lottery and Other Stories
",Short Stories,56462,302,1949,2998
5284,4.02,male,"M.R. James
",33367,4.17,"
      Collected Ghost Stories
",Horror,5510,568,1931,3575
5285,3.82,male,"Mervyn Peake
",305245,3.99,"
      The Gormenghast Novels
",Fantasy,7735,1173,1959,3599
5376,3.36,male,"Federico Moccia
",35116,3.5,"
      Tre metri sopra il cielo
",Romance,11981,319,1992,3935
5403,3.7,female,"Banana Yoshimoto
",94709,3.67,"
      Lizard
",Short Stories,4893,180,1993,1497
5411,3.94,male,"Rampo Edogawa
",6477,4.06,"
      Japanese Tales of Mystery  Imagination
",Horror,2605,222,1956,1740
5414,4.0,male,"Gail Tsukiyama
",56072,4.12,"
      The Samurai's Garden
",Historical,19897,211,1994,1935
5430,4.36,male,"Eiji Yoshikawa
",30111,4.45,"
      Musashi
",Historical,12683,970,1935,6264
5727,3.83,male,"Robin Schone
",10497,3.92,"
      The Lady's Tutor
",Romance,2725,381,1999,3385
5800,4.26,male,"James Baldwin
",170857,4.29,"
      Another Country
",Classics,11708,448,1962,3944
5802,4.11,female,"Marguerite Yourcenar
",27227,4.25,"
      Memoirs of Hadrian
",Historical,14787,347,1951,4723
5808,3.93,male,"Evelyn Waugh
",173070,4.0,"
      Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder
",Classics,84721,351,1945,7934
5822,3.82,female,"Iris Murdoch
",60043,3.88,"
      The Bell
",Classics,5284,296,1958,525
5824,3.94,female,"Sharyn McCrumb
",79151,4.08,"
      She Walks These Hills
",Thriller,3745,448,1994,566
5827,3.86,male,"Alan Garner
",20020,3.73,"
      The Owl Service
",Fantasy,4900,240,1967,594
5828,4.03,male,"Boris Pasternak
",74589,4.03,"
      Doctor Zhivago
",Classics,71366,592,1957,598
5831,3.75,male,"Booth Tarkington
",16178,3.76,"
      The Magnificent Ambersons
",Classics,9030,288,1918,616
5837,3.82,male,"John Myers Myers
",2039,3.93,"
      Silverlock
",Fantasy,1402,384,1949,663
5843,3.91,male,"Kurban Said
",5241,3.92,"
      Ali and Nino
",Historical,4889,288,1937,674
5852,3.91,female,"Elizabeth von Arnim
",19051,3.96,"
      The Enchanted April
",Classics,13174,232,1922,802
5856,4.08,male,"Steven Brust
",134327,3.81,"
      Freedom and Necessity
",Fantasy,1663,590,1997,921
5860,4.31,male,"Austin Tappan Wright
",524,4.33,"
      Islandia
",Fantasy,510,1040,1942,1426
5861,4.14,male,"Luther Blissett
",5774,4.15,"
      Q
",Historical,5537,768,1999,1554
5863,3.71,female,"Joan Lindsay
",11205,3.72,"
      Picnic at Hanging Rock
",Classics,10878,189,1967,2102
5865,4.08,male,"Rafael Sabatini
",28332,4.07,"
      Scaramouche
",Classics,6881,359,1921,3322
5950,4.08,female,"Lori Wick
",130521,4.24,"
      Sophie's Heart
",Religious,9540,426,1995,1984
5966,4.21,female,"Jan Karon
",234434,4.11,"
      At Home in Mitford
",Religious,53938,413,1994,3485
5971,4.21,female,"Catherine Marshall
",62517,4.22,"
      Christy
",Historical,46455,512,1967,2163
5973,3.87,female,"Eudora Welty
",41976,3.49,"
      The Optimist's Daughter
",Classics,8967,180,1972,2248
5974,3.49,female,"Alexandra Ripley
",53419,3.44,"
      Scarlett
",Historical,44431,896,1991,2359
5977,3.72,male,"Erskine Caldwell
",17132,3.73,"
      Tobacco Road
",Classics,12708,192,1932,2621
5978,3.76,female,"Kaye Gibbons
",70528,4.02,"
      Charms for the Easy Life
",Historical,11525,272,1993,2671
5982,3.87,male,"Walker Percy
",232749,3.69,"
      The Moviegoer
",Classics,22215,242,1961,2931
5983,3.99,male,"Ernest J. Gaines
",64470,3.94,"
      A Lesson Before Dying
",Classics,45935,256,1993,3187
5989,3.97,male,"Thomas Wolfe
",21551,3.94,"
      Look Homeward, Angel
",Classics,11614,644,1929,4982
5991,4.08,male,"Robert Penn Warren
",57840,4.09,"
      All the King's Men
",Classics,51153,439,1946,9641
5993,3.79,female,"Rebecca Wells
",543459,3.8,"
      Divine Secrets of the Ya-Ya Sisterhood
",Romance,491585,383,1996,13237
6028,4.03,female,"Kathleen E. Woodiwiss
",89237,4.08,"
      The Flame and the Flower
",Romance,15165,430,1972,2725
6062,3.89,male,"Jerome K. Jerome
",61345,3.9,"
      Three Men in a Boat
",Classics,46362,185,1889,2802
6185,4.02,female,"Madeleine L'Engle
",1235503,4.02,"
      A Wrinkle in Time
",Fantasy,833419,211,1962,10535
6188,4.05,female,"Mary  Stewart
",163317,4.24,"
      The Hollow Hills
",Fantasy,19184,475,1973,2934
6189,4.08,male,"Chaim Potok
",148798,4.2,"
      My Name Is Asher Lev
",Classics,33232,369,1972,2967
6192,3.57,male,"Robert James Waller
",78168,3.59,"
      The Bridges of Madison County
",Romance,70443,224,1992,852
6211,3.92,male,"John Steinbeck
",3249105,3.86,"
      Of Mice and Men
",Classics,1690090,112,1937,1370
6214,3.82,male,"Andre Dubus III
",134301,3.84,"
      House of Sand and Fog
",Contemporary,113678,365,1999,1420
6217,3.96,female,"Anna Sewell
",220898,3.95,"
      Black Beauty
",Classics,211808,245,1877,1481
6221,4.11,female,"Jane Austen
",5183959,4.06,"
      Sense and Sensibility
",Classics,848829,409,1811,1507
6238,3.78,female,"Mary Wollstonecraft Shelley
",1022752,3.77,"
      Frankenstein
",Classics,994727,273,1818,1776
6247,4.32,male,"J.R.R. Tolkien
",7178796,4.26,"
      The Hobbit
",Fantasy,2471782,366,1937,549
6250,4.13,female,"Daphne du Maurier
",496583,4.22,"
      Rebecca
",Classics,376118,441,1938,2029
6294,4.06,male,"Kurt Vonnegut
",2203847,4.07,"
      Slaughterhouse-Five
",Classics,993319,275,1969,2596
6301,3.8,male,"John Updike
",244515,3.8,"
      Rabbit Redux
",Classics,12800,440,1971,2523
6302,3.87,male,"Judith Guest
",18358,3.9,"
      Ordinary People
",Classics,17107,263,1976,2457
6306,3.66,male,"William Golding
",1887038,3.66,"
      Lord of the Flies
",Classics,1871343,182,1954,2869
6314,3.97,male,"Wally Lamb
",690172,3.86,"
      She's Come Undone
",Contemporary,287224,465,1992,2930
6322,4.13,female,"Frances Hodgson Burnett
",1065534,4.13,"
      The Secret Garden
",Classics,775280,331,1911,728
6323,3.88,female,"Toni Morrison
",658131,3.89,"
      Sula
",Classics,48514,192,1973,2799
6324,4.02,male,"Peter Straub
",383945,3.95,"
      Ghost Story
",Horror,62022,567,1979,2819
6327,4.09,female,"Anita Diamant
",576811,4.17,"
      The Red Tent
",Historical,474503,336,1997,3102
6331,3.85,female,"Mildred D. Taylor
",123187,3.81,"
      Roll of Thunder, Hear My Cry
",Historical,104339,288,1976,2917
6335,3.82,male,"Sidney Sheldon
",527932,3.91,"
      The Other Side of Midnight
",Thriller,39769,462,1973,2917
6338,4.28,male,"Herman Wouk
",118595,4.4,"
      War and Remembrance
",Historical,30323,1042,1978,2921
6342,4.06,male,"Elizabeth Chandler
",93099,4.08,"
      Kissed by an Angel/The Power of Love/Soulmates
",Romance,24735,690,1995,6633
6367,3.83,male,"J.D. Salinger
",2736920,3.8,"
      The Catcher in the Rye
",Classics,2377278,277,1951,3875
6370,4.11,male,"Daniel Keyes
",422903,4.1,"
      Flowers for Algernon
",Classics,400909,311,1966,2044
6374,4.01,male,"Ray Bradbury
",1965316,3.98,"
      Fahrenheit 451
",Classics,1359936,175,1953,3956
6376,4.16,male,"Wallace Stegner
",110737,4.27,"
      Angle of Repose
",Historical,46738,569,1971,3228
6397,4.05,male,"Garth Nix
",700203,4.17,"
      Sabriel
",Fantasy,160274,311,1995,1666
6404,3.97,female,"Robin McKinley
",317155,4.05,"
      Beauty: A Retelling of the Story of Beauty and the Beast
",Fantasy,64915,256,1978,3312
6414,4.04,female,"Susan Cooper
",204403,4.07,"
      The Dark Is Rising
",Fantasy,47536,272,1973,3442
6419,4.06,male,"Wilson Rawls
",316204,4.06,"
      Where the Red Fern Grows
",Classics,304280,272,1961,2621
6427,4.05,female,"Ellis Peters
",144139,3.99,"
      A Morbid Taste for Bones
",Thriller,28193,197,1977,3592
6432,4.25,female,"Betty  Smith
",347431,4.25,"
      A Tree Grows in Brooklyn
",Classics,338442,496,1943,2702
6434,4.06,female,"S.E. Hinton
",849342,4.08,"
      The Outsiders
",Classics,784538,192,1967,5666
6450,4.01,male,"Jeffrey Archer
",647163,4.28,"
      Kane and Abel
",Historical,88156,592,1979,3892
6453,3.96,male,"Terry Brooks
",726796,3.76,"
      The Sword of Shannara
",Fantasy,74990,726,1977,2076
6480,3.91,male,"Stephen R. Donaldson
",235443,3.73,"
      Lord Foul's Bane
",Fantasy,38816,480,1977,2217
6483,4.04,female,"Louisa May Alcott
",1670618,4.05,"
      Little Women
",Classics,1454688,449,1868,3837
6484,4.1,male,"Arthur Golden
",1545091,4.1,"
      Memoirs of a Geisha
",Historical,1544633,434,1997,9367
6514,4.04,male,"Italo Calvino
",234964,4.18,"
      Invisible Cities
",Fantasy,47395,165,1972,4314
6525,3.85,male,"Thomas Pynchon
",189418,4.03,"
      Gravity's Rainbow
",Classics,31306,776,1973,4509
6544,4.02,female,"Ellen Raskin
",144640,4.03,"
      The Westing Game
",Thriller,140365,182,1978,5211
6554,4.03,male,"Stephen King
",12131165,3.91,"
      The Dead Zone
",Horror,151779,402,1979,5355
6575,4.19,male,"Ken Follett
",1563342,4.17,"
      Eye of the Needle
",Historical,110294,339,1978,5802
6576,4.07,male,"Frederick Forsyth
",289351,4.26,"
      The Day of the Jackal
",Thriller,99130,384,1971,5804
6578,4.0,male,"Janet Evanovich
",3158768,4.03,"
      One for the Money
",Thriller,442767,320,1994,3071
6592,3.86,male,"Natalie Babbitt
",208869,3.87,"
      Tuck Everlasting
",Fantasy,199828,139,1975,5940
6593,4.31,male,"Michael Shaara
",72350,4.31,"
      The Killer Angels
",Historical,68888,345,1974,5898
6596,4.01,male,"Terry Goodkind
",908805,4.14,"
      Wizard's First Rule
",Fantasy,208214,836,1994,3318
6610,3.77,male,"E.L. Doctorow
",93624,3.88,"
      Ragtime
",Historical,33905,320,1975,6256
6614,4.37,male,"George R.R. Martin
",4792759,4.45,"
      A Game of Thrones
",Fantasy,1696987,848,1996,2953
6616,3.82,female,"Iris Murdoch
",60043,3.94,"
      The Black Prince
",Classics,3672,408,1973,6594
6640,4.12,male,"William Peter Blatty
",168093,4.16,"
      The Exorcist
",Horror,153814,385,1971,7827
6654,3.95,female,"Katherine Paterson
",462684,3.99,"
      Bridge to Terabithia
",Uncategorized,389139,128,1977,8233
6659,4.05,male,"George Orwell
",5117329,3.91,"
      Animal Farm
",Classics,2280734,122,1945,3469
6660,4.12,male,"William Styron
",114392,4.19,"
      Sophie's Choice
",Classics,76294,562,1979,8400
6666,4.03,male,"Hunter S. Thompson
",438994,4.08,"
      Fear and Loathing in Las Vegas
",Classics,267772,204,1971,9427
6678,3.96,male,"Lemony Snicket
",1763408,3.92,"
      The Bad Beginning
",Young,337300,176,1999,6444
6679,4.27,male,"Diana Gabaldon
",2019475,4.22,"
      Outlander
",Historical,688294,850,1991,3845
6680,4.42,male,"Alex Haley
",144348,4.43,"
      Roots: The Saga of an American Family
",Historical,133080,729,1976,13180
6681,4.17,female,"Colleen McCullough
",379198,4.23,"
      The Thorn Birds
",Historical,289848,692,1977,14205
6687,3.99,male,"John Irving
",875895,4.08,"
      The World According to Garp
",Classics,189914,610,1978,14335
6690,4.21,male,"Michael Ende
",197970,4.18,"
      The Neverending Story
",Fantasy,138262,396,1979,15167
6691,3.88,female,"Anne Rice
",1808474,3.99,"
      Interview with the Vampire
",Horror,433988,342,1976,18245
6698,4.25,male,"William Goldman
",729042,4.26,"
      The Princess Bride
",Fantasy,695697,398,1973,20838
6699,3.89,male,"F. Scott Fitzgerald
",3527472,3.91,"
      The Great Gatsby
",Classics,3203463,180,1925,4119
6704,4.04,male,"Richard  Adams
",361830,4.07,"
      Watership Down
",Classics,335319,478,1972,26814
6733,4.29,female,"Margaret Mitchell
",995351,4.29,"
      Gone with the Wind
",Classics,979876,1037,1936,2520
6745,3.52,male,"Gregory Maguire
",836910,3.52,"
      Wicked: The Life and Times of the Wicked Witch of the West
",Fantasy,541908,406,1995,16668
6831,3.84,male,"Robert Louis Stevenson
",943088,3.83,"
      Treasure Island
",Classics,348361,311,1882,1048
6887,3.73,female,"Brigid Lowry
",3211,3.79,"
      Guitar Highway Rose
",Romance,1962,208,1997,2636
6900,4.01,male,"Philip Pullman
",1993050,3.96,"
      The Golden Compass
",Fantasy,1111216,399,1995,4127
6913,3.95,male,"Sharon Creech
",275294,3.96,"
      Walk Two Moons
",Uncategorized,139792,280,1994,7273
7003,3.99,female,"Johanna Lindsey
",370277,3.71,"
      A Pirate's Love
",Romance,5958,384,1978,936
7017,3.89,female,"Deborah Smith
",28999,4.06,"
      A Place to Call Home
",Romance,2494,415,1997,1098
7029,4.02,female,"Dodie Smith
",108610,4.0,"
      I Capture the Castle
",Classics,73461,343,1948,1349
7032,3.49,female,"Alexandra Ripley
",53419,3.44,"
      Scarlett
",Historical,44431,896,1991,1211
7057,3.98,female,"Julia Quinn
",628367,3.81,"
      Everything and the Moon
",Romance,9015,372,1997,1592
7058,3.77,female,"Marian Keyes
",528978,3.94,"
      Rachel's Holiday
",Romance,56394,578,1997,1740
7073,3.98,male,"Billie Letts
",255473,4.01,"
      Where the Heart Is
",Romance,220354,376,1995,2161
7095,3.83,male,"Salman Rushdie
",298756,3.78,"
      The Ground Beneath Her Feet
",Fantasy,10143,576,1999,745
7109,3.71,male,"Catherine Atkins
",1801,3.9,"
      When Jeff Comes Home
",Uncategorized,783,240,1999,851
7116,4.16,male,"Paul Scott
",12814,4.15,"
      The Jewel in the Crown
",Historical,4652,472,1966,994
7124,3.77,female,"Jacquelyn Mitchard
",146441,3.86,"
      The Deep End of the Ocean
",Contemporary,111248,464,1996,945
7127,3.94,male,"Rudyard Kipling
",334116,4.01,"
      The Jungle Books
",Classics,80129,368,1894,1149
7131,4.19,female,"Robin Hobb
",1027591,4.15,"
      Assassin's Apprentice
",Fantasy,193208,460,1995,4803
7138,4.14,male,"C.S. Lewis
",5029410,4.03,"
      The Magician's Nephew
",Fantasy,344399,221,1955,5021
7143,3.71,male,"Helen Fielding
",996737,3.56,"
      Bridget Jones: The Edge of Reason
",Romance,90485,352,1999,5204
7145,4.07,male,"Peter S. Beagle
",156738,4.18,"
      The Last Unicorn
",Fantasy,87049,294,1968,5464
7158,4.08,male,"H.P. Lovecraft
",446132,4.35,"
      The Complete Works of H.P. Lovecraft
",Horror,12710,1305,1978,6411
7211,4.16,female,"M.M. Kaye
",63292,4.21,"
      The Far Pavilions
",Historical,37436,958,1978,3079
7230,3.87,male,"E.M. Forster
",324178,3.68,"
      A Passage to India
",Classics,60243,376,1924,4370
7240,3.94,male,"John Fowles
",143439,3.99,"
      The Collector
",Horror,44254,283,1963,2881
7273,3.77,male,"Teresa Denys
",2255,3.71,"
      The Silver Devil
",Romance,1789,384,1978,2550
7285,3.98,male,"Bram Stoker
",842932,3.99,"
      Dracula
",Classics,791005,488,1897,17192
7286,4.29,male,"J.D. Robb
",1386396,4.12,"
      Naked in Death
",Thriller,145016,306,1995,2663
7290,3.99,male,"Aldous Huxley
",1473363,3.98,"
      Brave New World
",Classics,1228161,288,1932,19579
7292,4.11,female,"Julie Garwood
",526036,4.26,"
      The Secret
",Romance,38450,379,1992,2872
7359,4.2,male,"Norton Juster
",223239,4.21,"
      The Phantom Tollbooth
",Fantasy,211181,256,1961,11128
7362,3.86,male,"Mark Twain
",2161667,3.81,"
      The Adventures of Huckleberry Finn
",Classics,1068239,327,1884,11474
7363,4.18,male,"Jacob Grimm
",266851,4.31,"
      The Complete Grimm's Fairy Tales
",Classics,133812,880,1812,12073
7368,4.06,male,"Lewis Carroll
",1123782,4.07,"
      Alice's Adventures in Wonderland  Through the Looking-Glass
",Classics,414477,239,1872,15449
7371,3.36,male,"Stanley Middleton
",665,3.34,"
      Holiday
",Uncategorized,555,239,1974,766
7372,3.48,male,"David Storey
",1496,3.45,"
      Saville
",Uncategorized,709,597,1976,861
7373,3.81,female,"Bernice Rubens
",2499,3.63,"
      The Elected Member
",Uncategorized,940,240,1969,1112
7375,3.79,male,"John Berger
",192960,3.52,"
      G.
",Uncategorized,2201,336,1972,1320
7381,3.61,male,"James Kelman
",6246,3.57,"
      How Late it Was, How Late
",Uncategorized,3217,384,1994,2362
7384,3.82,male,"Barry Unsworth
",13205,4.1,"
      Sacred Hunger
",Historical,5639,630,1992,3310
7390,3.96,male,"Pat Barker
",66271,4.12,"
      The Ghost Road
",Historical,13806,277,1995,5680
7431,3.92,female,"Zora Neale Hurston
",256461,3.89,"
      Their Eyes Were Watching God
",Classics,223612,219,1937,2399
7497,3.83,male,"James Herbert
",113260,3.68,"
      The Survivor
",Horror,2398,206,1976,799
7502,3.79,female,"Barbara Michaels
",45133,3.9,"
      House of Many Shadows
",Thriller,1815,352,1974,830
7504,3.94,female,"Sharyn McCrumb
",79151,4.08,"
      She Walks These Hills
",Thriller,3745,448,1994,846
7507,3.72,female,"Lois Duncan
",71019,3.8,"
      Down a Dark Hall
",Horror,5815,192,1974,878
7526,3.84,male,"J. Sheridan Le Fanu
",62545,3.84,"
      Carmilla
",Horror,31528,108,1872,2356
7528,4.06,male,"Lloyd Alexander
",341852,4.24,"
      The High King
",Fantasy,48376,253,1968,1539
7530,3.92,male,"Richard Peck
",94495,4.01,"
      Ghosts I Have Been
",Fantasy,1888,214,1977,1144
7535,4.1,female,"Elizabeth Marie Pope
",10795,4.09,"
      The Perilous Gard
",Fantasy,7530,280,1974,1603
7539,3.95,female,"Angela Carter
",81414,4.0,"
      The Bloody Chamber and Other Stories
",Short Stories,31566,128,1979,2858
7542,3.74,male,"James Joyce
",364823,3.67,"
      Finnegans Wake
",Classics,10806,628,1939,4212
7546,3.85,male,"Giovanni Boccaccio
",32297,3.87,"
      The Decameron
",Classics,28859,909,1353,4394
7549,3.94,male,"Thomas Tryon
",26130,4.0,"
      The Other
",Horror,18292,281,1971,1263
7554,3.88,male,"Charles Dickens
",2786492,3.8,"
      Barnaby Rudge
",Classics,8281,744,1841,4812
7557,4.05,female,"Elizabeth Peters
",288641,4.02,"
      Crocodile on the Sandbank
",Thriller,53855,337,1975,3476
7559,3.98,male,"Thomas Malory
",54690,3.93,"
      Le Morte d'Arthur: King Arthur and the Legends of the Round Table
",Classics,32586,512,1485,4981
7561,4.08,male,"David Eddings
",911510,4.08,"
      Polgara the Sorceress
",Fantasy,25598,754,1997,2244
7562,3.83,male,"Ernest Hemingway
",1798077,3.82,"
      The Sun Also Rises
",Classics,331466,189,1926,4989
7564,3.85,male,"William Faulkner
",457474,3.96,"
      Absalom, Absalom!
",Classics,35138,320,1936,5074
7565,3.91,male,"Ivan Turgenev
",105401,3.95,"
      Fathers and Sons
",Classics,56733,244,1862,5125
7568,3.99,female,"Patricia A. McKillip
",133302,4.08,"
      The Forgotten Beasts of Eld
",Fantasy,11723,343,1974,2323
7572,4.04,male,"Erich Maria Remarque
",401438,3.95,"
      All Quiet on the Western Front
",Classics,315383,296,1929,5341
7574,3.86,male,"Frank De Felitta
",21220,3.88,"
      Audrey Rose
",Horror,19526,480,1975,1684
7575,3.77,female,"Edith Wharton
",375037,3.89,"
      The Ghost Stories of Edith Wharton
",Short Stories,2964,303,1937,1764
7578,4.25,male,"Mikhail Bulgakov
",272172,4.31,"
      The Master and Margarita
",Classics,193267,373,1967,5911
7580,4.0,male,"Anthony Burgess
",580394,3.99,"
      A Clockwork Orange
",Classics,518914,212,1962,6227
7590,3.59,male,"D.H. Lawrence
",206456,3.5,"
      Lady Chatterley's Lover
",Classics,87031,364,1928,6940
7592,4.01,male,"Sherwood Smith
",77567,4.19,"
      Crown Duel
",Fantasy,21402,471,1997,2850
7594,3.97,male,"Richard Matheson
",298688,3.89,"
      A Stir of Echoes
",Horror,10554,223,1958,2578
7596,4.05,male,"Elizabeth Moon
",161669,4.29,"
      The Deed of Paksenarrion
",Fantasy,11264,1040,1992,3036
7603,4.18,male,"Fyodor Dostoyevsky
",1218467,4.17,"
      Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead
",Classics,71310,233,1864,8121
7606,4.12,male,"Victor Hugo
",837062,3.99,"
      The Hunchback of Notre-Dame
",Classics,151396,510,1831,8370
7609,3.82,female,"Virginia Woolf
",733406,3.77,"
      To the Lighthouse
",Classics,108719,209,1927,9050
7610,4.09,male,"Oscar Wilde
",1430640,3.89,"
      The Canterville Ghost
",Classics,34869,126,1887,4716
7611,3.92,male,"Wilkie Collins
",222773,3.99,"
      The Woman in White
",Classics,116505,672,1859,5252
7612,4.05,male,"Nikolai Gogol
",179000,3.99,"
      Dead Souls
",Classics,54447,512,1842,9588
7614,4.22,male,"Marcel Proust
",89881,4.34,"
      In Search of Lost Time
",Classics,8680,4211,1927,9626
7615,3.84,male,"Thomas Hardy
",541298,3.79,"
      Tess of the D'Urbervilles
",Classics,215011,518,1891,10633
7616,3.5,male,"Joseph Conrad
",502087,3.42,"
      Heart of Darkness
",Classics,353772,188,1899,11759
7617,3.98,female,"Shirley Jackson
",317334,3.87,"
      The Haunting of Hill House
",Horror,98341,182,1959,21979
7619,3.86,male,"Harriet Beecher Stowe
",181610,3.85,"
      Uncle Tom's Cabin
",Classics,174545,438,1852,13477
7620,3.77,male,"William Makepeace Thackeray
",114061,3.78,"
      Vanity Fair
",Classics,107502,912,1848,14919
7622,3.88,male,"Vladimir Nabokov
",1004440,3.89,"
      Lolita
",Classics,574331,417,1955,18352
7623,4.16,male,"Alexandre Dumas
",1093131,4.07,"
      The Three Musketeers
",Classics,244066,625,1844,17593
7625,3.68,male,"Gustave Flaubert
",252595,3.66,"
      Madame Bovary
",Classics,213246,329,1856,20150
7627,3.83,female,"George Eliot
",307649,3.95,"
      Middlemarch
",Classics,122027,904,1871,19042
7629,3.53,male,"Herman Melville
",534874,3.48,"
      Moby-Dick, or, the Whale
",Classics,436420,720,1851,25566
7633,4.04,male,"Leo Tolstoy
",1001603,4.03,"
      Anna Karenina
",Classics,541161,960,1877,35621
7645,4.25,male,"Mario Puzo
",366835,4.37,"
      The Godfather
",Classics,291490,448,1969,1831
7651,3.72,female,"P.D. James
",329511,3.99,"
      Death of an Expert Witness
",Thriller,9025,306,1977,1214
7659,4.04,male,"Aleksandr Solzhenitsyn
",130604,4.2,"
      Cancer Ward
",Classics,12104,576,1968,1609
7664,3.93,male,"Evelyn Waugh
",173070,4.0,"
      Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder
",Classics,84721,351,1945,2034
7668,3.99,female,"Agatha Christie
",3124065,4.23,"
      The Murder of Roger Ackroyd
",Thriller,109660,288,1926,2317
7673,4.03,male,"Boris Pasternak
",74589,4.03,"
      Doctor Zhivago
",Classics,71366,592,1957,2609
7675,3.79,male,"Robin Cook
",277475,3.87,"
      Coma
",Thriller,44141,320,1977,2957
7688,4.02,female,"Charlotte Perkins Gilman
",164423,4.04,"
      The Yellow Wallpaper and Other Stories
",Classics,72619,70,1892,3477
7691,3.99,male,"Caleb Carr
",189629,4.06,"
      The Alienist
",Historical,125122,498,1994,3881
7704,3.99,male,"Albert Camus
",876780,3.98,"
      The Plague
",Classics,126446,308,1947,6513
7713,4.19,male,"Ken Kesey
",575470,4.19,"
      One Flew Over the Cuckoo's Nest
",Classics,549426,325,1962,14435
7769,2.97,female,"Helen  Smith
",3916,2.46,"
      Alison Wonderland
",Thriller,1504,222,1999,2609
7786,3.66,female,"Victoria Lynne
",2411,3.7,"
      With this Kiss
",Romance,1313,368,1999,869
7821,3.78,female,"Karen Ranney
",21168,3.74,"
      Tapestry
",Romance,855,380,1995,1525
7833,3.88,female,"Teresa Medeiros
",65411,3.9,"
      A Whisper of Roses
",Romance,2794,402,1993,1701
7849,3.88,female,"Mary Balogh
",295421,3.89,"
      Lord Carew's Bride
",Romance,2189,224,1995,2044
7872,4.13,female,"Hannah Howell
",103589,3.85,"
      Beauty and the Beast
",Romance,2768,336,1992,2799
7880,3.67,female,"Donna Jo Napoli
",54134,3.45,"
      Beast
",Fantasy,6448,272,1999,3078
7885,3.78,female,"Judith Ivory
",10616,3.52,"
      Beast
",Romance,1886,384,1997,3483
7911,3.93,female,"Lorraine Heath
",114379,4.02,"
      Texas Destiny
",Romance,5162,384,1997,6525
7988,3.8,male,"Richard Laymon
",109798,3.86,"
      In the Dark
",Horror,3859,503,1994,2049
8081,3.84,male,"Richard Bachman
",548085,4.11,"
      The Long Walk
",Horror,92648,370,1979,3766
8113,3.83,male,"Jay Anson
",94240,3.84,"
      The Amityville Horror
",Horror,93394,315,1977,4841
8115,4.1,male,"Robert Bloch
",136883,4.11,"
      Psycho
",Horror,45453,208,1959,4913
8125,3.92,male,"Peter Benchley
",142392,3.97,"
      Jaws
",Horror,120713,320,1973,6307
8141,4.04,female,"Laurie R. King
",299517,4.07,"
      The Beekeeper's Apprentice
",Thriller,61343,341,1994,589
8156,3.93,male,"Ira Levin
",173004,3.98,"
      Rosemary's Baby
",Horror,95462,308,1967,12518
8163,3.85,female,"Karen Robards
",119355,3.97,"
      One Summer
",Romance,5219,346,1993,771
8182,4.14,female,"Jacquie Gordon
",229,3.93,"
      Flanders Point
",Romance,166,336,1997,1181
8219,3.75,male,"Italo Svevo
",16314,3.83,"
      Zeno's Conscience
",Classics,12296,437,1923,1144
8226,3.65,female,"Doris Lessing
",147064,3.76,"
      The Golden Notebook
",Classics,17164,640,1962,2195
8229,4.11,female,"Marguerite Yourcenar
",27235,4.25,"
      Memoirs of Hadrian
",Historical,14787,347,1951,2984
8235,3.86,male,"Ralph Ellison
",145571,3.85,"
      Invisible Man
",Classics,140257,581,1952,4601
8237,3.88,male,"Samuel Beckett
",213611,4.28,"
      Molloy, Malone Dies, The Unnamable
",Classics,7561,512,1958,5764
8238,3.66,male,"Chinua Achebe
",269800,3.64,"
      Things Fall Apart
",Classics,244826,209,1958,6694
8245,4.32,male,"Jorge Luis Borges
",200808,4.46,"
      Ficciones
",Short Stories,40992,174,1944,15227
8246,4.12,male,"Nikos Kazantzakis
",59333,4.08,"
      Zorba the Greek
",Classics,29463,335,1946,16111
8264,3.72,male,"Bernhard Schlink
",164651,3.74,"
      The Reader
",Historical,154089,216,1995,5593
8269,3.92,female,"Jean Craighead George
",146941,3.8,"
      Julie of the Wolves
",Uncategorized,50730,176,1972,3076
8270,4.16,male,"Dalton Trumbo
",31021,4.17,"
      Johnny Got His Gun
",Classics,30817,309,1939,4052
