,author_average_rating,author_gender,author_name,book_average_rating,book_title,genre_1,pages,publish_date,score
11565,3.83,male,"Zack Love
",4.58,"
      The Doorman
",Short Stories,37,2014,498
11566,3.68,male,"Avery Aster
",3.14,"
      Love, Lex
",Young,218,2014,973
11567,4.2,female,"Bethany-Kris
",4.25,"
      Antony
",Romance,176,2015,1238
11568,4.25,female,"Cherise Sinclair
",4.39,"
      If Only
",Erotica,432,2013,1021
11569,4.39,male,"Brandon Sanderson
",4.25,"
      Warbreaker
",Fantasy,688,by,1009
11570,4.15,male,"Georgia Cates
",4.13,"
      Beauty from Love
",Romance,292,2014,1138
11571,4.29,male,"David        Cook
",4.54,"
      Marksman
",Historical,56,2014,579
11572,3.74,female,"Vanessa Waltz
",3.82,"
      High Stakes
",Romance,337,2014,1145
11575,3.92,male,"Daniel Polansky
",3.85,"
      The Builders
",Fantasy,226,2015,673
11576,3.76,female,"Anne Stuart
",3.86,"
      Reckless
",Romance,408,2010,1107
11577,4.18,male,"A.J.  Rose
",4.31,"
      Queers
",Romance,423,2014,1345
11578,4.14,male,"Jonathan Stroud
",4.1,"
      The Golem's Eye
",Fantasy,562,2004,1020
11580,4.2,female,"C.R. Everett
",3.56,"
      Winston's Supernatural Disaster
",Uncategorized,10,2013,500
11581,3.74,female,"Kameron Hurley
",3.86,"
      Empire Ascendant
",Fantasy,507,2015,695
11583,4.76,male,"The Silver Elves
",4.57,"
      Elven Silver: The Irreverent Faery Tales of Zardoa Silverstar
",Short Stories,246,2013,500
11584,3.49,male,"Alaa Al Aswany
",3.41,"
      شيكاجو
",Uncategorized,456,2007,1272
11585,3.81,male,"Jayde Scott
",3.54,"
      A Job From Hell
",Horror,371,2011,1066
11586,4.13,male,"Raymond E. Feist
",4.18,"
      Magician: Apprentice
",Fantasy,485,1982,1074
11587,3.74,female,"Anne Tenino
",3.62,"
      Billionaire with Benefits
",Romance,415,2014,1485
11588,3.77,male,"Teresa Denys
",3.97,"
      The Flesh and the Devil
",Romance,488,by,1175
11589,3.66,male,"Alex Beecroft
",3.54,"
      The Reluctant Berserker
",Historical,347,2014,1482
11591,4.35,male,"Ais
",4.25,"
      Evenfall: Volume 1: Director's Cut
",Romance,334,2014,1507
11592,4.1,female,"Laura Thalassa
",4.22,"
      The Queen of All that Lives
",Young,456,2016,1203
11593,4.15,male,"Terry Pratchett
",3.99,"
      The Color of Magic
",Fantasy,228,1983,1087
11594,4.23,male,"Brandon Mull
",4.09,"
      Fablehaven
",Fantasy,351,2006,1133
11595,3.81,male,"K.J. Parker
",3.83,"
      The Last Witness
",Fantasy,144,2015,731
11596,3.93,female,"Megan Derr
",3.97,"
      With Pride
",Fantasy,164,2014,1534
11597,4.47,male,"Anthony Hulse
",4.82,"
      Scent of the Dragon
",Thriller,242,2014,1220
11598,3.83,female,"Tara Lain
",3.69,"
      The Pack or the Panther
",Romance,202,2014,1541
11599,3.92,female,"Angela Slatter
",4.02,"
      Of Sorrow and Such
",Fantasy,160,2015,724
11600,3.77,female,"Silvia Moreno-Garcia
",3.7,"
      Signal to Noise
",Fantasy,272,2015,746
11601,4.03,female,"Amy Rae Durreson
",4.04,"
      Reawakening
",Fantasy,260,2014,1541
11602,3.93,female,"Gaelen Foley
",4.02,"
      Lord of Fire
",Romance,407,2002,1216
11603,4.11,male,"Michael R. Fletcher
",4.02,"
      Beyond Redemption
",Fantasy,480,2015,758
11604,4.16,male,"Erica Stevens
",4.06,"
      Captured
",Horror,168,2012,1260
11605,3.77,female,"Chantilly White
",4.25,"
      Pearls of Wisdom
",Historical,48,2012,595
11606,4.19,female,"L.J. Shen
",4.17,"
      Sparrow
",Romance,302,2016,1553
11608,4.24,female,"Larissa Ione
",4.42,"
      Reaver
",Romance,383,2013,1234
11609,3.98,male,"Thomas Malory
",3.93,"
      Le Morte d'Arthur: King Arthur and the Legends of the Round Table
",Classics,512,1485,1168
11610,4.35,male,"James Faro
",4.58,"
      Homecoming: The Assiduous Quest of Tobias Hopkins - Part One
",Adventure,150,2015,682
11612,3.87,male,"Kade Boehme
",3.78,"
      Trouble & the Wallflower
",Romance,200,2014,1649
11613,4.24,female,"Maer Wilson
",4.17,"
      Relics
",Fantasy,294,2013,672
11615,3.88,male,"إياد عبدالرحمن
",3.73,"
      ريب المنون
",Uncategorized,295,2014,1400
11616,4.19,male,"J.J. McAvoy
",4.05,"
      Ruthless People
",Romance,295,2014,1304
11617,3.98,female,"Elif Shafak
",4.16,"
      قواعد العشق الأربعون: رواية عن جلال الدين الرومي
",Uncategorized,511,2009,1430
11618,3.97,female,"Sarah MacLean
",3.94,"
      A Rogue by Any Other Name
",Romance,386,2012,1379
11619,4.03,female,"Naomi Novik
",4.06,"
      His Majesty's Dragon
",Fantasy,353,2006,1268
11621,4.02,female,"Madeleine L'Engle
",4.12,"
      A Swiftly Tilting Planet
",Fantasy,278,1978,1178
11622,3.76,male,"Aliette de Bodard
",3.39,"
      The House of Shattered Wings
",Fantasy,402,2015,851
11623,3.67,female,"Alyc Helms
",3.5,"
      The Dragons of Heaven
",Fantasy,416,2015,784
11625,3.72,male,"Rick R. Reed
",3.62,"
      Legally Wed
",Romance,216,2014,1671
11626,4.21,male,"Michael Ende
",4.18,"
      The Neverending Story
",Fantasy,396,1979,1272
11627,4.17,female,"Lara Adrian
",4.26,"
      Crave The Night
",Romance,288,2014,1341
11628,4.07,male,"D.D. Prince
",4.02,"
      The Dominator
",Horror,576,2015,1790
11629,2.89,male,"Lizzy Grey
",2.73,"
      Trust No One
",Romance,113,2018,700
11630,3.58,female,"Edith Layton
",3.8,"
      The Duke's Wager
",Romance,224,1983,1380
11631,3.94,female,"Catherynne M. Valente
",3.73,"
      Speak Easy
",Fantasy,144,2015,853
11633,4.05,male,"Andrea K. Höst
",4.19,"
      Medair
",Fantasy,416,2011,1430
11634,3.99,female,"Johanna Lindsey
",4.02,"
      Fires of Winter
",Romance,362,1980,1434
11636,4.01,male,"Terry Goodkind
",4.14,"
      Wizard's First Rule
",Fantasy,836,1994,1288
11637,3.97,male,"L. Frank Baum
",3.98,"
      The Wonderful Wizard of Oz
",Classics,154,1900,1285
11639,3.58,female,"Daisy Harris
",3.57,"
      Nothing But Smoke
",Romance,214,2014,1823
11640,4.12,male,"Brian Staveley
",4.14,"
      The Providence of Fire
",Fantasy,608,2015,919
11641,4.09,male,"Rachel Caine
",3.96,"
      Ink and Bone
",Fantasy,352,2015,913
11643,4.09,male,"Robert Fanney
",3.99,"
      Dreams of the Ringed Vale
",Fantasy,328,2005,1297
11644,3.96,male,"Terry Brooks
",3.76,"
      The Sword of Shannara
",Fantasy,726,1977,1342
11645,4.27,male,"Diana Gabaldon
",4.52,"
      Written in My Own Heart's Blood
",Historical,825,2014,1527
11648,4.01,male,"Aleksandr Voinov
",4.23,"
      Lying with Scorpions
",Romance,317,2014,1879
11649,3.91,female,"C.E. Dimond
",4.04,"
      Awakening
",Fantasy,258,2015,900
11650,4.0,male,"Meredith Ann Pierce
",3.9,"
      The Darkangel
",Young,281,1982,1576
11653,4.01,male,"Philip Pullman
",3.96,"
      The Golden Compass
",Fantasy,399,1995,1406
11654,4.04,male,"Scott  Nelson
",4.04,"
      The Carer
",Drama,106,2014,1600
11655,3.67,male,"بثينة العيسى
",3.48,"
      قيس وليلى والذئب
",Short Stories,132,2011,1795
11656,4.45,male,"James Sillwood
",4.45,"
      Secret Deceptions
",Romance,176,2014,785
11659,4.0,male,"Max Gladstone
",4.03,"
      Last First Snow
",Fantasy,384,2015,975
11660,4.02,female,"Cassia Leo
",4.02,"
      Black Box
",Young,394,2014,1535
11661,3.98,male,"Dave Barry
",4.02,"
      Peter and the Starcatchers
",Fantasy,452,2004,1492
11663,4.38,male,"K. Bromberg
",4.56,"
      Crashed
",Romance,350,2014,1614
11664,3.94,female,"Mary Robinette Kowal
",4.15,"
      Of Noble Family
",Fantasy,572,2015,993
11665,4.21,male,"Jordan L. Hawk
",4.33,"
      Necropolis
",Romance,200,2014,2121
11666,4.05,female,"Mia Hoddell
",4.04,"
      Summer Demons
",Romance,104,2014,893
11667,4.18,male,"Joe Abercrombie
",4.15,"
      The Blade Itself
",Fantasy,515,2006,1516
11668,4.25,male,"Scott Lynch
",4.3,"
      The Lies of Locke Lamora
",Fantasy,499,2006,1622
11669,3.9,female,"Amanda Quick
",3.96,"
      Dangerous
",Romance,352,1993,1686
11673,4.15,male,"K.J. Charles
",4.24,"
      Think of England
",Historical,236,2014,2197
11674,3.9,male,"Daniel José Older
",3.8,"
      Shadowshaper
",Fantasy,297,2015,1034
11675,4.13,female,"Daphne du Maurier
",4.22,"
      Rebecca
",Classics,449,1938,1697
11679,3.88,female,"Jessica Clare
",3.77,"
      Last Hit
",Romance,270,2013,2369
11680,4.26,male,"Tiffany Snow
",4.35,"
      Kade's Turn
",Romance,208,2014,1682
11684,4.08,female,"Stevie Turner
",4.89,"
      The Noise Effect
",Short Stories,64,nan,943
11686,4.07,male,"Peter S. Beagle
",4.18,"
      The Last Unicorn
",Fantasy,294,1968,1708
11687,3.86,male,"Mercy Celeste
",3.51,"
      Crazy From the Heat
",Contemporary,161,2014,2261
11689,4.14,male,"C.S. Lewis
",3.97,"
      Prince Caspian
",Fantasy,240,1951,1718
11690,4.0,female,"Molle McGregor
",3.93,"
      Shadow's Passion
",Fantasy,178,2014,1100
11692,4.03,female,"Kathleen E. Woodiwiss
",4.08,"
      The Flame and the Flower
",Romance,430,1972,1881
11693,4.15,female,"Soraya Naomi
",4.23,"
      For Adriano
",Romance,302,2015,2385
11694,4.19,female,"A. Zavarelli
",4.32,"
      Reaper
",Romance,260,2016,2565
11695,3.94,female,"Marie Brennan
",4.18,"
      The Voyage of the Basilisk
",Fantasy,352,2015,1089
11697,3.75,female,"Amelia C. Gormley
",3.88,"
      Strain
",Romance,375,2014,2503
11699,4.0,female,"Cathy Perkins
",3.71,"
      Honor Code
",Thriller,91,2012,1100
11700,4.08,male,"Kinley MacGregor
",4.23,"
      Born in Sin
",Romance,372,by,2055
11701,4.27,male,"Jim Butcher
",4.02,"
      Storm Front
",Fantasy,322,nan,1800
11702,4.45,female,"Murielle Cyr
",4.39,"
      Culloo
",Young,59,2012,1166
11703,3.76,male,"Kai Ashante Wilson
",3.61,"
      The Sorcerer of the Wildeeps
",Fantasy,212,2015,1209
11704,3.91,male,"Trisha Baker
",3.79,"
      Crimson Shadows
",Horror,411,2003,1978
11705,3.81,male,"Dan Brown
",3.82,"
      The Da Vinci Code
",Uncategorized,481,2003,2336
11706,4.03,male,"T.H. White
",4.08,"
      The Once and Future King
",Fantasy,639,1958,1903
11708,3.95,female,"Haley Walsh
",4.07,"
      Foxe Fire
",Romance,280,2014,2622
11711,3.95,male,"Clare B. Dunkle
",4.09,"
      The Hollow Kingdom
",Fantasy,230,2003,2181
11712,4.0,female,"Marion Zimmer Bradley
",4.12,"
      The Mists of Avalon
",Fantasy,884,1982,1975
11713,4.27,female,"Leylah Attar
",4.19,"
      The Paper Swan
",Romance,390,2015,3333
11714,3.98,female,"Nelle L'Amour
",4.18,"
      That Man - The Wedding Story, Part 1
",Romance,184,2014,1991
11716,3.89,female,"Lisa Marie Rice
",4.03,"
      Dangerous Passion
",Romance,310,2009,2186
11717,4.02,female,"S.E. Jakes
",4.19,"
      Not Fade Away
",Romance,52,2014,2685
11718,4.17,female,"Kirstin Pulioff
",3.87,"
      The Ivory Tower
",Young,36,2013,1355
11719,3.82,female,"Mary Jo Putney
",4.05,"
      The Rake
",Romance,352,1989,2255
11724,3.81,female,"Heidi Belleau
",3.7,"
      Straight Shooter
",Romance,275,2014,2673
11725,3.82,male,"Sam B. Morgan
",3.83,"
      Slow Burn
",Romance,197,2014,2771
11726,3.76,female,"Jo Walton
",3.9,"
      The Philosopher Kings
",Fantasy,348,2015,1336
11727,3.62,male,"Fran Wilde
",3.58,"
      Updraft
",Fantasy,352,2015,1375
11728,3.92,female,"Genevieve Cogman
",3.73,"
      The Invisible Library
",Fantasy,329,2015,1390
11729,3.97,female,"Robin McKinley
",4.21,"
      The Hero and the Crown
",Fantasy,240,1984,2154
11730,3.99,female,"Angie Sage
",4.0,"
      Flyte
",Fantasy,521,2006,2147
11732,3.71,female,"Ahlam Mosteghanemi
",3.71,"
      com نسيان
",Uncategorized,335,2009,2720
11733,4.14,female,"Jami Brumfield
",3.47,"
      The Witch's Vampire
",Fantasy,270,2014,2396
11734,3.94,female,"Mira Grant
",4.01,"
      Rolling in the Deep
",Horror,123,2015,1392
11735,3.99,female,"T. Frohock
",4.03,"
      In Midnight's Silence
",Fantasy,128,2015,1426
11736,4.3,female,"Stefania Mattana
",4.17,"
      Into the Killer Sphere (Chase Williams detective stories #1)
",Thriller,73,2013,1515
11737,3.95,male,"Elizabeth Hoyt
",4.02,"
      Duke of Sin
",Romance,338,2016,2314
11738,4.13,male,"Stephany Tullis
",4.19,"
      Blue Lady (Angelica Mason)
",Uncategorized,27,2015,1657
11740,3.92,female,"Linda Howard
",3.79,"
      Death Angel
",Romance,341,2008,2502
11741,4.19,female,"Robin Hobb
",4.15,"
      Assassin's Apprentice
",Fantasy,460,1995,2484
11742,3.93,male,"Joseph Fink
",3.84,"
      Welcome to Night Vale
",Fantasy,416,2015,1560
11744,4.12,male,"Mark  Lawrence
",4.26,"
      The Liar's Key
",Fantasy,480,2015,1545
11746,4.14,female,"Sienna Mynx
",4.37,"
      Destino
",Romance,468,2012,4401
11747,4.0,male,"M. Pierce
",3.92,"
      Last Light
",Romance,304,2014,2705
11748,4.13,female,"C.D. Reiss
",3.87,"
      Spin
",Romance,240,2014,2668
11749,4.14,male,"Kindle Alexander
",4.21,"
      Always
",Romance,280,2014,3256
11750,4.0,female,"Michelle Sagara West
",3.59,"
      Into the Dark Lands
",Fantasy,315,1991,2544
11751,4.17,female,"Lois McMaster Bujold
",4.21,"
      Penric's Demon
",Fantasy,109,2015,1738
11753,3.91,female,"Georgette Heyer
",4.07,"
      These Old Shades
",Romance,352,1926,2814
11754,4.02,female,"Sarah Brocious
",4.19,"
      What Remains
",Romance,108,2016,1900
11755,4.02,female,"J.P. Barnaby
",4.27,"
      Spencer
",Romance,216,2014,3208
11757,3.93,male,"Eoin Colfer
",4.0,"
      The Lost Colony
",Fantasy,385,2006,2826
11758,4.1,male,"Bella Jewel
",4.06,"
      'Til Death: Volume One
",Romance,137,2014,4479
11762,3.91,male,"Stephen R. Donaldson
",3.73,"
      Lord Foul's Bane
",Fantasy,480,1977,2880
11763,4.25,male,"Donna K. Weaver
",4.31,"
      Hope's Watch
",Romance,41,2013,1886
11764,4.0,female,"Joanna Chambers
",4.34,"
      Enlightened
",Historical,184,2014,3447
11769,4.28,female,"Kresley Cole
",4.35,"
      Kiss of a Demon King
",Romance,417,2009,6455
11771,3.94,female,"Danielle DeVor
",3.18,"
      Papap's Teeth
",Short Stories,18,2014,2527
11772,4.23,male,"Lucian Bane
",3.72,"
      Dom Wars: Round One
",Erotica,131,2014,2500
11774,4.22,female,"Kim Harrison
",4.43,"
      The Undead Pool
",Fantasy,423,2014,3110
11775,4.08,male,"David Eddings
",4.27,"
      The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit
",Fantasy,644,1982,3129
11776,4.0,female,"Emma Winters
",4.0,"
      Equal Parts
",Young,282,2012,3079
11777,3.95,male,"Alan  Hardy
",4.34,"
      Good Queen Beth
",Adult,283,2014,3276
11778,4.13,male,"Patrick Ness
",3.73,"
      The Rest of Us Just Live Here
",Young,317,2015,2039
11780,4.32,male,"J.R.R. Tolkien
",4.43,"
      The Two Towers
",Fantasy,322,1954,12190
11781,4.02,female,"Linda  Watkins
",4.48,"
      Secrets: A Story of Love and Betrayal
",Horror,52,2014,2639
11782,4.06,female,"Scarlett Dawn
",4.39,"
      King Cave
",Fantasy,530,2014,3433
11783,4.0,male,"Victoria Aveyard
",4.07,"
      Red Queen
",Fantasy,383,2015,3516
11786,4.34,male,"Eliezer Yudkowsky
",4.39,"
      Harry Potter and the Methods of Rationality
",Fantasy,2007,2015,2043
11790,3.93,female,"K.C. Wells
",3.75,"
      Someone to Keep Me
",Erotica,246,2014,4816
11791,3.75,female,"J.L. Merrow
",3.97,"
      Relief Valve
",Romance,357,2014,5134
11794,4.06,female,"Melissa  Collins
",4.19,"
      Let Love Live
",Romance,298,2014,4263
11796,4.2,female,"Samantha Jacobey
",4.24,"
      Summer Angel
",Uncategorized,114,2015,11894
11798,4.19,female,"N.R. Walker
",4.37,"
      Sense of Place
",Romance,110,2014,5985
11799,3.77,female,"Natasha Pulley
",3.71,"
      The Watchmaker of Filigree Street
",Fantasy,318,2015,2167
11800,4.48,female,"Gemma Farrow
",4.47,"
      Beneath the Willow
",Horror,42,2013,3832
11804,4.04,male,"Richard  Adams
",4.07,"
      Watership Down
",Classics,478,1972,3890
11805,4.03,female,"Lisa Kleypas
",4.25,"
      Devil in Winter
",Romance,368,2006,25254
11809,4.18,female,"Penelope Douglas
",4.12,"
      Bully
",Romance,290,2013,4436
11810,4.1,female,"Diana Wynne Jones
",4.3,"
      Howl's Moving Castle
",Fantasy,329,1986,3981
11811,3.9,male,"M.H. Boroson
",3.89,"
      The Girl with Ghost Eyes
",Fantasy,288,2015,2259
11812,4.04,male,"Sarah Brianne
",4.16,"
      Vincent
",Romance,332,2015,8730
11815,3.83,male,"Kazuo Ishiguro
",3.47,"
      The Buried Giant
",Fantasy,317,2015,2215
11822,3.91,female,"Cornelia Funke
",3.87,"
      Inkheart
",Fantasy,548,2003,5477
11825,3.8,male,"Zen Cho
",3.75,"
      Sorcerer to the Crown
",Fantasy,371,2015,2911
11826,4.29,male,"Michelle Hauck
",4.18,"
      Grudging
",Fantasy,432,2015,2350
11827,4.06,male,"Grace Draven
",3.96,"
      Master of Crows
",Fantasy,276,2009,5591
11829,4.04,female,"Maria V. Snyder
",4.15,"
      Poison Study
",Fantasy,409,2005,5951
11830,4.06,male,"Ken Liu
",3.73,"
      The Grace of Kings
",Fantasy,623,2015,3330
11831,4.24,male,"C.S. Pacat
",4.48,"
      Kings Rising
",Fantasy,385,2016,27074
11832,4.48,male,"Patrick Rothfuss
",4.55,"
      The Name of the Wind
",Fantasy,662,2007,7611
11838,3.83,male,"Tyrolin Puxty
",3.72,"
      Broken Dolls
",Fantasy,175,2015,2958
11842,4.16,female,"Judith McNaught
",4.18,"
      Whitney, My Love
",Romance,708,1985,8608
11849,4.08,male,"Scott  Hawkins
",4.08,"
      The Library at Mount Char
",Fantasy,390,2015,6455
11850,4.01,male,"Seth Dickinson
",4.07,"
      The Traitor Baru Cormorant
",Fantasy,399,2015,6146
11852,3.88,female,"Loretta Chase
",4.11,"
      Lord of Scoundrels
",Romance,375,nan,11624
11853,4.22,male,"V.E. Schwab
",4.09,"
      A Darker Shade of Magic
",Fantasy,400,2015,11443
11856,4.17,male,"N.K. Jemisin
",4.32,"
      The Fifth Season
",Fantasy,468,2015,12389
11860,3.96,male,"Damon Suede
",4.07,"
      Hot Head
",Romance,320,2011,27244
11862,4.22,female,"Harper Lee
",4.27,"
      To Kill a Mockingbird
",Classics,324,1960,17311
11864,3.87,male,"Frederick Lee Brooke
",3.82,"
      Doing Max Vinyl
",Thriller,464,2011,8979
11865,4.05,female,"Elizabeth Peters
",4.01,"
      The Curse of the Pharaohs
",Thriller,320,1981,6514
11866,3.81,female,"Nicole Krauss
",3.92,"
      The History of Love
",Uncategorized,255,2005,2552
11867,3.91,female,"Ruth Downie
",3.73,"
      Medicus
",Historical,386,2006,2025
11868,3.38,male,"Emma McLaughlin
",3.41,"
      The Nanny Diaries
",Romance,306,2002,2676
11869,3.98,female,"Anna Lee Huber
",3.93,"
      The Anatomist's Wife
",Thriller,357,2012,1817
11870,3.74,female,"Carola Dunn
",3.73,"
      Death at Wentwater Court
",Thriller,252,1994,2201
11871,4.08,male,"Chaim Potok
",4.14,"
      The Promise
",Uncategorized,368,1969,1466
11873,4.12,male,"William Styron
",4.19,"
      Sophie's Choice
",Uncategorized,562,1979,1215
11875,3.76,female,"Anna Godbersen
",3.63,"
      The Luxe
",Historical,433,2007,1098
11876,3.97,male,"Richard Matheson
",3.99,"
      I Am Legend and Other Stories
",Horror,317,1954,825
11877,4.05,female,"Ellis Peters
",4.13,"
      The Leper of Saint Giles
",Thriller,208,1981,1621
11878,3.6,male,"Arthur Nersesian
",3.58,"
      The Fuck-Up
",Uncategorized,304,1997,973
11881,3.89,male,"Franz Kafka
",3.75,"
      Amerika
",Uncategorized,336,1927,831
11883,3.54,female,"Julia Glass
",3.56,"
      Three Junes
",Uncategorized,368,2002,949
11884,3.93,male,"Ira Levin
",3.98,"
      Rosemary's Baby
",Horror,308,1967,3645
11885,3.4,male,"Joseph O'Neill
",3.41,"
      Netherland
",Uncategorized,269,2008,1855
11886,3.64,female,"Jennifer Egan
",3.66,"
      A Visit from the Goon Squad
",Uncategorized,288,2010,821
11889,3.8,female,"Meg Cabot
",3.78,"
      The Princess Diaries
",Young,240,2000,878
11891,4.02,male,"Hubert Selby Jr.
",4.11,"
      Requiem for a Dream
",Uncategorized,279,1978,898
11892,3.68,male,"Don DeLillo
",3.21,"
      Falling Man
",Uncategorized,246,2007,919
11894,4.16,male,"Damon Runyon
",4.09,"
      Guys and Dolls and Other Writings
",Short Stories,656,1932,823
11895,4.44,male,"Daire Feeney
",4.73,"
      BOAT SHOES – SOLILOQUY OF A USELESS EATER: Book Two
",Uncategorized,327,2017,800
11897,3.97,male,"Richard Price
",3.69,"
      Lush Life
",Uncategorized,464,2008,1032
11898,3.95,male,"Dashiell Hammett
",3.96,"
      The Thin Man
",Thriller,201,1934,2243
11900,3.79,male,"Nathanael West
",3.76,"
      Miss Lonelyhearts and A Cool Million
",Uncategorized,199,1933,1024
11901,4.15,male,"Pat Conroy
",4.23,"
      The Prince of Tides
",Uncategorized,664,1986,1305
11905,4.01,male,"Rebecca Stead
",4.08,"
      When You Reach Me
",Young,199,2009,1091
11906,3.68,male,"Colm Tóibín
",3.65,"
      Brooklyn
",Uncategorized,262,2009,1446
11908,3.71,female,"Cathy Maxwell
",3.74,"
      A Seduction at Christmas
",Romance,358,2008,719
11913,4.06,female,"S.E. Hinton
",4.08,"
      The Outsiders
",Classics,192,1967,1469
11914,3.82,male,"Paul Auster
",3.91,"
      The New York Trilogy
",Uncategorized,308,1987,3038
11917,3.76,female,"Victoria Alexander
",3.8,"
      A Visit From Sir Nicholas
",Romance,374,2004,772
11918,4.11,female,"Helene Wecker
",4.11,"
      The Golem and the Jinni
",Fantasy,486,2013,1588
11920,3.83,male,"Robin Paige
",3.79,"
      Death at Bishop's Keep
",Thriller,296,1994,1542
11921,4.08,male,"Ned Vizzini
",4.13,"
      It's Kind of a Funny Story
",Young,444,2006,1693
11924,3.98,female,"Susanna Gregory
",3.82,"
      A Plague on Both Your Houses
",Historical,406,1996,1492
11925,4.04,female,"Laurie R. King
",4.04,"
      A Monstrous Regiment of Women
",Thriller,336,1995,1594
11927,3.92,male,"Steven Saylor
",4.09,"
      Catilina's Riddle
",Historical,496,1993,1609
11929,3.48,female,"Lyn Stone
",3.56,"
      A Regency Christmas: Scarlet Ribbons / Christmas Promise / A Little Christmas
",Romance,288,2009,785
11930,4.04,male,"Bruce Alexander
",4.03,"
      Blind Justice
",Thriller,336,1994,1708
11931,3.99,female,"Susan Mallery
",3.82,"
      High-Powered, Hot-Blooded
",Romance,192,2009,842
11932,3.91,female,"Beth Kery
",3.66,"
      Holiday Bound
",Adult,110,2009,869
11934,3.68,female,"Barbara Cleverly
",3.73,"
      The Last Kashmiri Rose
",Thriller,322,2001,1782
11935,4.15,female,"C.S. Harris
",4.22,"
      What Remains of Heaven
",Thriller,336,2009,2276
11936,3.93,female,"Donna Tartt
",3.89,"
      The Goldfinch
",Uncategorized,771,2013,3891
11939,3.95,female,"Sabrina Jeffries
",3.9,"
      After the Abduction
",Romance,384,2002,901
11940,3.76,female,"Jo Beverley
",3.87,"
      Christmas Angel
",Romance,352,1992,887
11941,3.77,male,"E.L. Doctorow
",3.88,"
      Ragtime
",Uncategorized,320,1975,4528
11942,3.64,female,"Lauren Weisberger
",3.73,"
      The Devil Wears Prada
",Romance,432,2003,5565
11943,3.68,male,"Jay McInerney
",3.76,"
      Bright Lights, Big City
",Uncategorized,208,1984,2258
11945,3.89,female,"Grace Burrowes
",3.91,"
      Lady Sophie's Christmas Wish
",Romance,391,2011,949
11949,4.21,male,"Amor Towles
",4.03,"
      Rules of Civility
",Uncategorized,335,2011,2350
11951,3.95,male,"Candace Robb
",3.91,"
      The Apothecary Rose
",Thriller,319,1993,1925
11952,3.7,male,"Bret Easton Ellis
",3.82,"
      American Psycho
",Uncategorized,399,nan,5675
11953,4.03,male,"P.B. Ryan
",3.87,"
      Still Life With Murder
",Thriller,320,2003,1893
11954,3.77,male,"Jonathan Lethem
",3.88,"
      The Fortress of Solitude
",Uncategorized,528,2003,2291
11955,4.05,male,"Edward Rutherfurd
",4.12,"
      New York
",Historical,862,2009,2355
11956,4.02,male,"Ashley Gardner
",3.69,"
      The Hanover Square Affair
",Thriller,262,2003,1929
11957,3.77,female,"Edith Wharton
",3.94,"
      The Age of Innocence
",Classics,332,1920,8415
11959,3.77,female,"Addison Fox
",3.69,"
      Baby It's Cold Outside
",Romance,365,2011,977
11961,3.97,male,"Jonathan Safran Foer
",3.98,"
      Extremely Loud and Incredibly Close
",Uncategorized,326,2005,10263
11962,4.22,female,"Sharon Kay Penman
",3.88,"
      The Queen's Man
",Historical,288,1996,1894
11965,4.19,female,"Janet Chapman
",4.12,"
      A Highlander Christmas
",Romance,334,2009,978
11967,3.94,male,"Barbara Hambly
",3.98,"
      A Free Man of Color
",Thriller,432,1997,2036
11971,3.9,female,"Kerry Greenwood
",3.8,"
      Cocaine Blues
",Thriller,250,1989,4908
11972,3.84,male,"Tasha Alexander
",3.91,"
      A Fatal Waltz
",Thriller,294,2008,2052
11978,3.86,female,"Toni Blake
",3.89,"
      Holly Lane
",Romance,384,2011,1015
11979,4.25,female,"Betty  Smith
",4.25,"
      A Tree Grows in Brooklyn
",Classics,496,1943,16485
11982,3.84,female,"Laura Joh Rowland
",3.83,"
      Shinju
",Thriller,437,1994,2045
11983,3.84,male,"Pete Hamill
",3.93,"
      Forever
",Uncategorized,613,2002,3195
11985,3.63,male,"Henry James
",3.67,"
      Washington Square
",Classics,240,1880,2892
11986,4.18,male,"C.J. Sansom
",4.26,"
      Dark Fire
",Historical,501,2004,2158
11987,3.95,female,"Josephine Tey
",3.94,"
      The Daughter of Time
",Thriller,206,1949,2157
11989,3.99,male,"Caleb Carr
",4.06,"
      The Alienist
",Historical,498,1994,3930
11990,4.06,female,"Dorothy L. Sayers
",3.89,"
      Whose Body?
",Thriller,212,1923,2169
11993,4.01,female,"Lindsey Davis
",3.94,"
      The Silver Pigs
",Thriller,329,1989,4180
11994,3.57,female,"Jane Feather
",3.92,"
      Snowy Night with a Stranger
",Romance,404,2008,1102
11996,3.99,female,"Ariana Franklin
",4.1,"
      Grave Goods
",Historical,336,2009,4200
12002,3.74,male,"Mark Helprin
",3.5,"
      Winter's Tale
",Uncategorized,748,1983,4071
12003,3.91,male,"Colum McCann
",3.94,"
      Let the Great World Spin
",Uncategorized,351,2009,4391
12005,4.01,female,"Victoria Thompson
",3.89,"
      Murder on Astor Place
",Thriller,278,1999,4518
12009,4.05,female,"Maggie Shayne
",3.98,"
      An Enchanted Season
",Romance,341,2007,1515
12013,3.86,male,"Tom Wolfe
",3.84,"
      The Bonfire of the Vanities
",Uncategorized,690,1987,5712
12015,4.03,female,"Jill Shalvis
",3.93,"
      Under the Mistletoe
",Romance,80,2012,1579
12019,3.85,male,"Charles Finch
",3.83,"
      The September Society
",Thriller,320,2008,2923
